bus_id,route_id,place1,timestamp1_in,timestamp1_out,place2,timestamp2_in,timestamp2_out,place3,timestamp3_in,timestamp3_out,place4,timestamp4_in,timestamp4_out,place5,timestamp5_in,timestamp5_out,place6,timestamp6_in,timestamp6_out,place7,timestamp7_in,timestamp7_out,place8,timestamp8_in,timestamp8_out,place9,timestamp9_in,timestamp9_out
31,8,1,06:01:09,06:01:09,,,,3,06:06:51,06:06:51,,,,5,06:15:13,06:15:13,6,06:16:19,06:16:19,7,06:21:50,06:21:50,8,06:23:35,06:23:40,9,06:26:07,06:26:10
31,8,1,08:11:09,08:11:09,2,08:18:36,08:18:37,3,08:20:03,08:20:03,,,,5,08:32:51,08:32:51,6,08:44:50,08:46:41,7,09:00:57,09:01:11,8,09:03:37,09:03:41,9,09:07:56,09:08:10
31,8,1,10:07:10,10:14:40,2,10:21:41,10:21:41,,,,,,,,,,6,10:35:31,10:35:40,7,10:44:41,10:44:41,8,10:46:45,10:46:45,9,10:48:59,10:48:59
31,8,1,12:10:41,12:10:41,2,12:16:47,12:16:47,3,12:18:41,12:18:41,,,,5,12:28:53,12:28:53,6,12:29:57,12:29:57,7,12:40:08,12:40:12,8,12:42:31,12:42:39,9,12:44:54,12:45:42
31,8,1,14:08:12,14:10:42,2,14:16:52,14:16:52,3,14:18:37,14:18:43,,,,,,,6,14:28:34,14:28:34,7,14:36:24,14:36:24,8,14:38:24,14:38:24,9,14:42:56,14:43:11
31,8,1,16:11:12,16:11:12,2,16:16:56,16:16:56,3,16:19:23,16:19:23,,,,5,16:29:47,16:29:47,6,16:31:02,16:31:02,7,16:40:27,16:40:27,8,16:42:16,16:42:16,9,16:45:44,16:45:44
31,8,1,18:21:43,18:21:43,,,,3,18:32:13,18:32:13,,,,,,,6,18:42:52,18:42:52,7,18:55:28,18:55:28,,,,9,18:59:58,19:00:10
31,8,1,20:05:14,20:05:14,2,20:13:24,20:13:24,3,20:14:55,20:14:55,,,,,,,6,20:24:25,20:24:25,7,20:29:18,20:29:18,8,20:30:42,20:30:42,9,20:32:46,20:32:46
31,8,1,22:01:14,22:01:14,2,22:07:08,22:07:08,3,22:08:53,22:08:53,,,,,,,6,22:17:39,22:17:40,7,22:21:42,22:21:42,8,22:22:44,22:22:44,9,22:24:34,22:24:39
31,8,1,23:29:15,23:29:15,,,,,,,,,,,,,6,23:38:31,23:38:31,,,,,,,,,
